path,class,sport
../Dataset/noFights/v_SoccerPenalty_g08_c03.avi,0,noFights
../Dataset/noFights/v_PlayingCello_g11_c06.avi,0,noFights
../Dataset/noFights/v_MilitaryParade_g23_c04.avi,0,noFights
../Dataset/noFights/v_Typing_g01_c03.avi,0,noFights
../Dataset/noFights/v_FrisbeeCatch_g21_c01.avi,0,noFights
../Dataset/noFights/v_HammerThrow_g07_c03.avi,0,noFights
../Dataset/noFights/v_Nunchucks_g16_c02.avi,0,noFights
../Dataset/noFights/v_Mixing_g22_c01.avi,0,noFights
../Dataset/noFights/v_CricketShot_g07_c01.avi,0,noFights
../Dataset/noFights/v_FrontCrawl_g19_c02.avi,0,noFights
../Dataset/noFights/v_BlowingCandles_g07_c02.avi,0,noFights
../Dataset/noFights/v_BreastStroke_g19_c01.avi,0,noFights
../Dataset/noFights/v_PlayingSitar_g23_c05.avi,0,noFights
../Dataset/noFights/v_PommelHorse_g10_c01.avi,0,noFights
../Dataset/noFights/v_PlayingTabla_g15_c02.avi,0,noFights
../Dataset/fights/fi221_xvid.avi,1,fights
../Dataset/noFights/v_FieldHockeyPenalty_g17_c04.avi,0,noFights
../Dataset/noFights/v_JumpRope_g02_c01.avi,0,noFights
../Dataset/noFights/v_Lunges_g12_c01.avi,0,noFights
../Dataset/noFights/no260_xvid.avi,0,noFights
../Dataset/noFights/v_PlayingDhol_g16_c04.avi,0,noFights
../Dataset/noFights/v_Bowling_g21_c01.avi,0,noFights
../Dataset/noFights/v_MilitaryParade_g14_c03.avi,0,noFights
../Dataset/noFights/v_ShavingBeard_g11_c01.avi,0,noFights
../Dataset/noFights/v_Drumming_g20_c01.avi,0,noFights
../Dataset/noFights/no395_xvid.avi,0,noFights
../Dataset/noFights/v_Archery_g24_c02.avi,0,noFights
../Dataset/noFights/no114_xvid.avi,0,noFights
../Dataset/noFights/v_PlayingCello_g09_c07.avi,0,noFights
../Dataset/noFights/v_SkyDiving_g14_c01.avi,0,noFights
../Dataset/noFights/v_SoccerPenalty_g13_c01.avi,0,noFights
../Dataset/noFights/v_PlayingSitar_g22_c05.avi,0,noFights
../Dataset/noFights/v_BoxingPunchingBag_g14_c02.avi,0,noFights
../Dataset/noFights/v_TableTennisShot_g08_c02.avi,0,noFights
../Dataset/noFights/v_PlayingDhol_g02_c02.avi,0,noFights
../Dataset/noFights/v_TaiChi_g18_c03.avi,0,noFights
../Dataset/noFights/v_Diving_g13_c01.avi,0,noFights
../Dataset/noFights/v_HighJump_g25_c05.avi,0,noFights
../Dataset/noFights/v_PlayingPiano_g17_c03.avi,0,noFights
../Dataset/noFights/v_Haircut_g09_c02.avi,0,noFights
../Dataset/noFights/v_BaseballPitch_g15_c04.avi,0,noFights
../Dataset/noFights/v_Kayaking_g18_c07.avi,0,noFights
../Dataset/noFights/v_IceDancing_g19_c07.avi,0,noFights
../Dataset/fights/fi475_xvid.avi,1,fights
../Dataset/fights/fi414_xvid.avi,1,fights
../Dataset/fights/Two_Towers_6_punch_u_cm_np1_ri_med_6.avi,1,fights
../Dataset/fights/fi355_xvid.avi,1,fights
../Dataset/noFights/v_Skiing_g14_c04.avi,0,noFights
../Dataset/noFights/v_BandMarching_g05_c04.avi,0,noFights
../Dataset/noFights/v_JumpRope_g13_c05.avi,0,noFights
../Dataset/noFights/v_JumpRope_g07_c03.avi,0,noFights
../Dataset/noFights/v_BoxingPunchingBag_g24_c01.avi,0,noFights
../Dataset/noFights/v_WalkingWithDog_g09_c01.avi,0,noFights
../Dataset/noFights/v_BlowDryHair_g10_c06.avi,0,noFights
../Dataset/noFights/v_Hammering_g05_c02.avi,0,noFights
../Dataset/noFights/v_PlayingDaf_g14_c01.avi,0,noFights
../Dataset/noFights/v_SoccerJuggling_g23_c03.avi,0,noFights
../Dataset/noFights/v_Diving_g03_c05.avi,0,noFights
../Dataset/noFights/v_CricketBowling_g17_c01.avi,0,noFights
../Dataset/noFights/v_ParallelBars_g20_c01.avi,0,noFights
../Dataset/noFights/v_BoxingSpeedBag_g21_c04.avi,0,noFights
../Dataset/noFights/v_HandstandWalking_g03_c03.avi,0,noFights
../Dataset/noFights/v_BlowDryHair_g24_c02.avi,0,noFights
../Dataset/noFights/v_Bowling_g16_c02.avi,0,noFights
../Dataset/noFights/v_TableTennisShot_g06_c02.avi,0,noFights
../Dataset/noFights/v_JumpingJack_g01_c04.avi,0,noFights
../Dataset/noFights/v_GolfSwing_g20_c01.avi,0,noFights
../Dataset/noFights/v_PommelHorse_g20_c01.avi,0,noFights
../Dataset/noFights/v_JavelinThrow_g11_c06.avi,0,noFights
../Dataset/noFights/v_PlayingTabla_g04_c05.avi,0,noFights
../Dataset/fights/v_Punch_g16_c03.avi,1,fights
../Dataset/noFights/v_PlayingDhol_g07_c03.avi,0,noFights
../Dataset/noFights/v_HorseRiding_g05_c01.avi,0,noFights
../Dataset/noFights/v_JavelinThrow_g23_c03.avi,0,noFights
../Dataset/noFights/v_TennisSwing_g03_c04.avi,0,noFights
../Dataset/fights/fi53_xvid.avi,1,fights
../Dataset/noFights/v_BoxingPunchingBag_g05_c06.avi,0,noFights
../Dataset/noFights/v_BoxingPunchingBag_g11_c01.avi,0,noFights
../Dataset/noFights/no34_xvid.avi,0,noFights
../Dataset/noFights/v_HammerThrow_g01_c03.avi,0,noFights
../Dataset/noFights/v_ApplyLipstick_g17_c04.avi,0,noFights
../Dataset/fights/fi22_xvid.avi,1,fights
../Dataset/noFights/v_SkateBoarding_g10_c06.avi,0,noFights
../Dataset/noFights/v_SoccerJuggling_g24_c05.avi,0,noFights
../Dataset/noFights/v_GolfSwing_g21_c04.avi,0,noFights
../Dataset/noFights/v_BreastStroke_g08_c02.avi,0,noFights
../Dataset/noFights/v_FloorGymnastics_g24_c02.avi,0,noFights
../Dataset/noFights/v_BasketballDunk_g02_c04.avi,0,noFights
../Dataset/noFights/v_Hammering_g02_c03.avi,0,noFights
../Dataset/noFights/v_Swing_g01_c02.avi,0,noFights
../Dataset/noFights/v_Hammering_g20_c02.avi,0,noFights
../Dataset/noFights/v_CricketShot_g04_c04.avi,0,noFights
../Dataset/noFights/v_Mixing_g22_c02.avi,0,noFights
../Dataset/fights/fi161_xvid.avi,1,fights
../Dataset/noFights/v_HandStandPushups_g23_c04.avi,0,noFights
../Dataset/noFights/v_HorseRiding_g14_c05.avi,0,noFights
../Dataset/noFights/no45_xvid.avi,0,noFights
../Dataset/noFights/v_HulaHoop_g13_c04.avi,0,noFights
../Dataset/noFights/v_HighJump_g04_c03.avi,0,noFights
../Dataset/noFights/v_HeadMassage_g14_c06.avi,0,noFights
../Dataset/noFights/v_Haircut_g21_c03.avi,0,noFights
../Dataset/noFights/v_BodyWeightSquats_g20_c02.avi,0,noFights
../Dataset/noFights/v_PushUps_g19_c04.avi,0,noFights
../Dataset/noFights/v_GolfSwing_g22_c04.avi,0,noFights
../Dataset/fights/fi273_xvid.avi,1,fights
../Dataset/noFights/v_ApplyLipstick_g24_c02.avi,0,noFights
../Dataset/noFights/v_Lunges_g23_c01.avi,0,noFights
../Dataset/noFights/v_StillRings_g02_c01.avi,0,noFights
../Dataset/noFights/v_CricketBowling_g04_c03.avi,0,noFights
../Dataset/noFights/v_PlayingCello_g04_c02.avi,0,noFights
../Dataset/noFights/v_MilitaryParade_g13_c04.avi,0,noFights
../Dataset/noFights/v_CricketShot_g25_c05.avi,0,noFights
../Dataset/noFights/v_VolleyballSpiking_g16_c02.avi,0,noFights
../Dataset/noFights/v_HammerThrow_g20_c02.avi,0,noFights
../Dataset/noFights/v_CricketShot_g06_c04.avi,0,noFights
../Dataset/noFights/v_Lunges_g07_c06.avi,0,noFights
../Dataset/noFights/v_Typing_g18_c01.avi,0,noFights
../Dataset/noFights/v_TennisSwing_g01_c03.avi,0,noFights
../Dataset/noFights/v_ThrowDiscus_g07_c02.avi,0,noFights
../Dataset/noFights/v_HorseRace_g06_c05.avi,0,noFights
../Dataset/noFights/v_Shotput_g01_c07.avi,0,noFights
../Dataset/noFights/v_BasketballDunk_g08_c04.avi,0,noFights
../Dataset/noFights/v_Hammering_g15_c03.avi,0,noFights
../Dataset/noFights/v_HulaHoop_g12_c04.avi,0,noFights
../Dataset/noFights/v_PlayingViolin_g06_c02.avi,0,noFights
../Dataset/noFights/v_LongJump_g11_c05.avi,0,noFights
../Dataset/noFights/v_PlayingFlute_g09_c04.avi,0,noFights
../Dataset/fights/v_SumoWrestling_g11_c01.avi,1,fights
../Dataset/noFights/v_Skiing_g03_c06.avi,0,noFights
../Dataset/fights/v_Punch_g22_c02.avi,1,fights
../Dataset/noFights/v_Archery_g23_c01.avi,0,noFights
../Dataset/noFights/v_Drumming_g11_c02.avi,0,noFights
../Dataset/fights/Oceans11_punch_u_nm_np1_fr_med_9.avi,1,fights
../Dataset/noFights/no487_xvid.avi,0,noFights
../Dataset/noFights/v_Mixing_g09_c01.avi,0,noFights
../Dataset/noFights/v_BalanceBeam_g03_c03.avi,0,noFights
../Dataset/noFights/v_JavelinThrow_g19_c04.avi,0,noFights
../Dataset/noFights/v_UnevenBars_g15_c06.avi,0,noFights
../Dataset/noFights/v_PlayingViolin_g13_c04.avi,0,noFights
../Dataset/noFights/v_VolleyballSpiking_g08_c04.avi,0,noFights
../Dataset/noFights/v_PlayingGuitar_g01_c04.avi,0,noFights
../Dataset/noFights/v_BandMarching_g07_c03.avi,0,noFights
../Dataset/noFights/v_WritingOnBoard_g20_c01.avi,0,noFights
../Dataset/fights/v_SumoWrestling_g17_c01.avi,1,fights
../Dataset/noFights/v_TrampolineJumping_g03_c04.avi,0,noFights
../Dataset/noFights/v_Mixing_g06_c01.avi,0,noFights
../Dataset/noFights/v_PlayingViolin_g17_c02.avi,0,noFights
../Dataset/noFights/v_RopeClimbing_g09_c04.avi,0,noFights
../Dataset/noFights/v_GolfSwing_g07_c03.avi,0,noFights
../Dataset/noFights/v_SkateBoarding_g04_c02.avi,0,noFights
../Dataset/noFights/v_Billiards_g15_c01.avi,0,noFights
../Dataset/noFights/v_BodyWeightSquats_g07_c01.avi,0,noFights
../Dataset/noFights/v_HorseRace_g03_c03.avi,0,noFights
../Dataset/fights/v_Punch_g19_c05.avi,1,fights
../Dataset/noFights/v_Basketball_g19_c02.avi,0,noFights
../Dataset/noFights/v_PlayingDhol_g13_c07.avi,0,noFights
../Dataset/noFights/v_Nunchucks_g17_c05.avi,0,noFights
../Dataset/noFights/v_SkyDiving_g17_c02.avi,0,noFights
../Dataset/noFights/v_BandMarching_g14_c02.avi,0,noFights
../Dataset/noFights/v_RopeClimbing_g10_c02.avi,0,noFights
../Dataset/noFights/v_CricketShot_g14_c01.avi,0,noFights
../Dataset/noFights/v_PushUps_g10_c01.avi,0,noFights
../Dataset/noFights/v_GolfSwing_g17_c01.avi,0,noFights
../Dataset/noFights/v_Drumming_g05_c01.avi,0,noFights
../Dataset/noFights/v_HammerThrow_g11_c06.avi,0,noFights
../Dataset/noFights/v_HorseRiding_g21_c02.avi,0,noFights
../Dataset/noFights/v_Drumming_g14_c02.avi,0,noFights
../Dataset/noFights/v_PlayingCello_g15_c04.avi,0,noFights
../Dataset/noFights/v_BandMarching_g19_c01.avi,0,noFights
../Dataset/noFights/v_ShavingBeard_g02_c05.avi,0,noFights
../Dataset/noFights/v_BoxingSpeedBag_g10_c02.avi,0,noFights
../Dataset/noFights/v_PlayingCello_g05_c06.avi,0,noFights
../Dataset/noFights/no194_xvid.avi,0,noFights
../Dataset/noFights/v_PlayingDhol_g13_c06.avi,0,noFights
../Dataset/noFights/v_YoYo_g13_c03.avi,0,noFights
../Dataset/noFights/v_PizzaTossing_g24_c01.avi,0,noFights
../Dataset/fights/v_SumoWrestling_g09_c03.avi,1,fights
../Dataset/noFights/v_WallPushups_g17_c06.avi,0,noFights
../Dataset/noFights/v_BalanceBeam_g20_c02.avi,0,noFights
../Dataset/noFights/v_PlayingViolin_g24_c04.avi,0,noFights
../Dataset/noFights/v_BlowingCandles_g16_c03.avi,0,noFights
../Dataset/noFights/v_Mixing_g04_c03.avi,0,noFights
../Dataset/noFights/v_HulaHoop_g07_c03.avi,0,noFights
../Dataset/noFights/v_VolleyballSpiking_g04_c07.avi,0,noFights
../Dataset/noFights/v_HandStandPushups_g20_c01.avi,0,noFights
../Dataset/noFights/v_PlayingDaf_g17_c03.avi,0,noFights
../Dataset/noFights/v_YoYo_g11_c06.avi,0,noFights
../Dataset/noFights/v_PlayingDhol_g06_c06.avi,0,noFights
../Dataset/noFights/no490_xvid.avi,0,noFights
../Dataset/noFights/v_Haircut_g04_c03.avi,0,noFights
../Dataset/noFights/v_RopeClimbing_g05_c01.avi,0,noFights
../Dataset/noFights/v_FloorGymnastics_g02_c04.avi,0,noFights
../Dataset/fights/fi154_xvid.avi,1,fights
../Dataset/noFights/v_LongJump_g11_c04.avi,0,noFights
../Dataset/noFights/v_YoYo_g10_c02.avi,0,noFights
../Dataset/fights/fi225_xvid.avi,1,fights
../Dataset/noFights/v_SoccerPenalty_g14_c03.avi,0,noFights
../Dataset/fights/fi349_xvid.avi,1,fights
../Dataset/noFights/v_BasketballDunk_g03_c06.avi,0,noFights
../Dataset/noFights/v_LongJump_g15_c01.avi,0,noFights
../Dataset/fights/v_Punch_g13_c07.avi,1,fights
../Dataset/noFights/v_HandStandPushups_g07_c04.avi,0,noFights
../Dataset/noFights/v_CliffDiving_g10_c04.avi,0,noFights
../Dataset/noFights/v_FieldHockeyPenalty_g02_c01.avi,0,noFights
../Dataset/noFights/v_CuttingInKitchen_g01_c05.avi,0,noFights
../Dataset/noFights/v_FrisbeeCatch_g25_c01.avi,0,noFights
../Dataset/noFights/v_BandMarching_g08_c02.avi,0,noFights
../Dataset/noFights/v_CliffDiving_g12_c06.avi,0,noFights
../Dataset/noFights/v_TennisSwing_g08_c03.avi,0,noFights
../Dataset/noFights/v_CuttingInKitchen_g08_c04.avi,0,noFights
../Dataset/noFights/v_PlayingCello_g21_c05.avi,0,noFights
../Dataset/noFights/v_Nunchucks_g03_c01.avi,0,noFights
../Dataset/noFights/v_BaseballPitch_g17_c02.avi,0,noFights
../Dataset/noFights/v_PommelHorse_g14_c04.avi,0,noFights
../Dataset/noFights/v_PlayingDaf_g10_c05.avi,0,noFights
../Dataset/noFights/v_Surfing_g05_c04.avi,0,noFights
../Dataset/noFights/v_Biking_g07_c02.avi,0,noFights
../Dataset/noFights/v_Rowing_g23_c02.avi,0,noFights
../Dataset/noFights/v_Rowing_g11_c02.avi,0,noFights
../Dataset/noFights/v_CliffDiving_g15_c02.avi,0,noFights
../Dataset/noFights/v_ApplyEyeMakeup_g21_c03.avi,0,noFights
../Dataset/noFights/v_PlayingFlute_g17_c04.avi,0,noFights
../Dataset/noFights/v_Diving_g09_c03.avi,0,noFights
../Dataset/noFights/v_Haircut_g18_c03.avi,0,noFights
../Dataset/noFights/v_BandMarching_g03_c05.avi,0,noFights
../Dataset/noFights/v_YoYo_g15_c04.avi,0,noFights
../Dataset/noFights/v_Rowing_g02_c03.avi,0,noFights
../Dataset/noFights/v_PlayingGuitar_g13_c06.avi,0,noFights
../Dataset/noFights/v_Knitting_g19_c03.avi,0,noFights
../Dataset/noFights/v_CuttingInKitchen_g13_c02.avi,0,noFights
../Dataset/noFights/v_SkyDiving_g18_c01.avi,0,noFights
../Dataset/noFights/v_IceDancing_g02_c04.avi,0,noFights
../Dataset/noFights/v_GolfSwing_g19_c03.avi,0,noFights
../Dataset/noFights/v_Kayaking_g21_c06.avi,0,noFights
../Dataset/noFights/v_Drumming_g16_c06.avi,0,noFights
../Dataset/noFights/v_VolleyballSpiking_g14_c02.avi,0,noFights
../Dataset/noFights/v_GolfSwing_g05_c05.avi,0,noFights
../Dataset/noFights/v_PlayingViolin_g01_c02.avi,0,noFights
../Dataset/noFights/v_JumpingJack_g02_c04.avi,0,noFights
../Dataset/noFights/v_BlowDryHair_g13_c04.avi,0,noFights
../Dataset/noFights/v_IceDancing_g23_c06.avi,0,noFights
../Dataset/noFights/v_Nunchucks_g21_c01.avi,0,noFights
../Dataset/noFights/v_ApplyLipstick_g16_c02.avi,0,noFights
../Dataset/noFights/v_GolfSwing_g17_c03.avi,0,noFights
../Dataset/noFights/v_CuttingInKitchen_g02_c02.avi,0,noFights
../Dataset/noFights/v_Diving_g11_c06.avi,0,noFights
../Dataset/noFights/v_SalsaSpin_g05_c01.avi,0,noFights
../Dataset/noFights/v_HorseRiding_g15_c02.avi,0,noFights
../Dataset/fights/newfi33.avi,1,fights
../Dataset/noFights/v_BlowingCandles_g15_c01.avi,0,noFights
../Dataset/noFights/v_Bowling_g06_c05.avi,0,noFights
../Dataset/noFights/v_JugglingBalls_g18_c02.avi,0,noFights
../Dataset/noFights/v_PlayingDhol_g03_c03.avi,0,noFights
../Dataset/noFights/v_BoxingPunchingBag_g15_c06.avi,0,noFights
../Dataset/noFights/v_FloorGymnastics_g06_c03.avi,0,noFights
../Dataset/noFights/v_HammerThrow_g12_c07.avi,0,noFights
../Dataset/noFights/v_HighJump_g20_c04.avi,0,noFights
../Dataset/noFights/v_GolfSwing_g24_c06.avi,0,noFights
../Dataset/noFights/v_Diving_g17_c04.avi,0,noFights
../Dataset/noFights/v_PlayingDaf_g16_c06.avi,0,noFights
../Dataset/noFights/v_FieldHockeyPenalty_g21_c02.avi,0,noFights
../Dataset/noFights/v_FrontCrawl_g09_c04.avi,0,noFights
../Dataset/noFights/v_PizzaTossing_g15_c02.avi,0,noFights
../Dataset/noFights/v_CricketShot_g23_c02.avi,0,noFights
../Dataset/noFights/v_Skijet_g05_c04.avi,0,noFights
../Dataset/noFights/v_Typing_g18_c04.avi,0,noFights
../Dataset/fights/fi450_xvid.avi,1,fights
../Dataset/noFights/v_GolfSwing_g05_c06.avi,0,noFights
../Dataset/noFights/v_Swing_g11_c06.avi,0,noFights
../Dataset/noFights/v_BoxingPunchingBag_g17_c01.avi,0,noFights
../Dataset/noFights/v_LongJump_g09_c04.avi,0,noFights
../Dataset/noFights/v_CliffDiving_g18_c04.avi,0,noFights
../Dataset/noFights/v_BlowingCandles_g05_c01.avi,0,noFights
../Dataset/noFights/v_PoleVault_g04_c02.avi,0,noFights
../Dataset/noFights/v_Hammering_g03_c05.avi,0,noFights
../Dataset/noFights/v_Rafting_g08_c05.avi,0,noFights
../Dataset/noFights/v_CliffDiving_g17_c01.avi,0,noFights
../Dataset/noFights/v_Biking_g17_c03.avi,0,noFights
../Dataset/noFights/v_ApplyLipstick_g08_c02.avi,0,noFights
../Dataset/noFights/v_TennisSwing_g13_c04.avi,0,noFights
../Dataset/noFights/v_FloorGymnastics_g05_c01.avi,0,noFights
../Dataset/noFights/v_BrushingTeeth_g14_c02.avi,0,noFights
../Dataset/noFights/v_SalsaSpin_g15_c02.avi,0,noFights
../Dataset/noFights/v_HandStandPushups_g07_c02.avi,0,noFights
../Dataset/noFights/v_Rowing_g11_c06.avi,0,noFights
../Dataset/noFights/v_PoleVault_g03_c07.avi,0,noFights
../Dataset/noFights/v_SalsaSpin_g20_c01.avi,0,noFights
../Dataset/noFights/v_TennisSwing_g19_c05.avi,0,noFights
../Dataset/noFights/v_SoccerPenalty_g24_c04.avi,0,noFights
../Dataset/noFights/v_RockClimbingIndoor_g07_c02.avi,0,noFights
../Dataset/noFights/v_RockClimbingIndoor_g08_c07.avi,0,noFights
../Dataset/noFights/v_Rowing_g23_c03.avi,0,noFights
../Dataset/noFights/v_BrushingTeeth_g13_c02.avi,0,noFights
../Dataset/noFights/v_Basketball_g10_c01.avi,0,noFights
../Dataset/noFights/v_Bowling_g17_c07.avi,0,noFights
../Dataset/noFights/v_JavelinThrow_g14_c04.avi,0,noFights
../Dataset/noFights/v_PizzaTossing_g25_c05.avi,0,noFights
../Dataset/noFights/v_TrampolineJumping_g03_c03.avi,0,noFights
../Dataset/noFights/v_TrampolineJumping_g07_c01.avi,0,noFights
../Dataset/noFights/v_FloorGymnastics_g09_c03.avi,0,noFights
../Dataset/noFights/v_CuttingInKitchen_g25_c06.avi,0,noFights
../Dataset/noFights/v_Skiing_g02_c05.avi,0,noFights
../Dataset/noFights/v_Billiards_g23_c01.avi,0,noFights
../Dataset/noFights/v_Shotput_g23_c02.avi,0,noFights
../Dataset/noFights/v_Haircut_g09_c03.avi,0,noFights
../Dataset/fights/fi170_xvid.avi,1,fights
../Dataset/noFights/v_PlayingTabla_g08_c04.avi,0,noFights
../Dataset/noFights/v_BaseballPitch_g08_c06.avi,0,noFights
../Dataset/noFights/v_CricketShot_g06_c03.avi,0,noFights
../Dataset/noFights/v_CleanAndJerk_g09_c02.avi,0,noFights
../Dataset/noFights/no22_xvid.avi,0,noFights
../Dataset/noFights/v_BandMarching_g04_c04.avi,0,noFights
../Dataset/noFights/no169_xvid.avi,0,noFights
../Dataset/noFights/v_Typing_g12_c06.avi,0,noFights
../Dataset/noFights/v_Lunges_g01_c06.avi,0,noFights
../Dataset/noFights/v_Kayaking_g09_c04.avi,0,noFights
../Dataset/noFights/no40_xvid.avi,0,noFights
../Dataset/noFights/v_SkyDiving_g07_c05.avi,0,noFights
../Dataset/noFights/v_FrisbeeCatch_g01_c03.avi,0,noFights
../Dataset/noFights/v_PommelHorse_g05_c02.avi,0,noFights
../Dataset/noFights/v_CleanAndJerk_g22_c03.avi,0,noFights
../Dataset/noFights/v_HandstandWalking_g04_c05.avi,0,noFights
../Dataset/noFights/v_ParallelBars_g05_c05.avi,0,noFights
../Dataset/noFights/v_ApplyLipstick_g12_c01.avi,0,noFights
../Dataset/noFights/v_ShavingBeard_g07_c02.avi,0,noFights
../Dataset/noFights/v_PlayingDhol_g24_c03.avi,0,noFights
../Dataset/noFights/v_CricketBowling_g13_c04.avi,0,noFights
../Dataset/noFights/v_RopeClimbing_g01_c01.avi,0,noFights
../Dataset/noFights/v_HulaHoop_g11_c03.avi,0,noFights
../Dataset/noFights/v_Skijet_g12_c03.avi,0,noFights
../Dataset/noFights/v_YoYo_g02_c04.avi,0,noFights
../Dataset/noFights/v_ApplyEyeMakeup_g23_c03.avi,0,noFights
../Dataset/noFights/v_WallPushups_g21_c01.avi,0,noFights
../Dataset/noFights/v_ParallelBars_g25_c01.avi,0,noFights
../Dataset/noFights/v_PommelHorse_g08_c02.avi,0,noFights
../Dataset/noFights/v_WritingOnBoard_g10_c01.avi,0,noFights
../Dataset/noFights/v_HulaHoop_g06_c03.avi,0,noFights
../Dataset/noFights/v_Rafting_g09_c01.avi,0,noFights
../Dataset/noFights/v_RopeClimbing_g08_c03.avi,0,noFights
../Dataset/noFights/v_BandMarching_g21_c02.avi,0,noFights
../Dataset/noFights/v_BasketballDunk_g02_c02.avi,0,noFights
../Dataset/noFights/no210_xvid.avi,0,noFights
../Dataset/noFights/v_PommelHorse_g12_c02.avi,0,noFights
../Dataset/fights/HARD_FACE_SLAP_COMPILATION_-_THE_FUNNIEST_FACE_SLAPS_EVER!!_-_Old_school_Vids_punch_f_cm_np1_fr_bad_0.avi,1,fights
../Dataset/noFights/v_HighJump_g12_c04.avi,0,noFights
../Dataset/noFights/v_JumpRope_g05_c04.avi,0,noFights
../Dataset/noFights/v_WallPushups_g03_c05.avi,0,noFights
../Dataset/noFights/v_StillRings_g09_c01.avi,0,noFights
../Dataset/noFights/no483_xvid.avi,0,noFights
../Dataset/noFights/v_ShavingBeard_g20_c03.avi,0,noFights
